1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,#,Sign gloss,Compound signs,Session,Scene,XML,MOV,Gloss start,Gloss end,Dominant handshape IDs,Non-dominant handshape IDs,Dominant handshape frames,Non-dominant handshape frames,uta Gloss start,uta Gloss end,uta no,uta hand annotation
1,79,all2,NaN,2006_10_10,2,NaN,mov/ASL_2006_10_10/scene2-camera1.mov,399,415,NaN,NaN,NaN,NaN,399,415,3000,1
1,36,accident1,NaN,2006_10_10,2,NaN,mov/ASL_2006_10_10/scene2-camera1.mov,520,532,NaN,NaN,NaN,NaN,520,532,2993,1
1,50,adopt,NaN,2006_10_10,2,NaN,mov/ASL_2006_10_10/scene2-camera1.mov,800,815,NaN,NaN,NaN,NaN,800,815,2994,1
1,54,advise,NaN,2006_10_10,2,NaN,mov/ASL_2006_10_10/scene2-camera1.mov,952,970,NaN,NaN,NaN,NaN,952,970,2995,1
1,63,again,NaN,2006_10_10,2,NaN,mov/ASL_2006_10_10/scene2-camera1.mov,1509,1521,NaN,NaN,NaN,NaN,1509,1521,2996,1
1,71,airplane,NaN,2006_10_10,2,NaN,mov/ASL_2006_10_10/scene2-camera1.mov,1797,1819,NaN,NaN,NaN,NaN,0,0,0,0
1,68,agree_correspond,NaN,2006_10_10,2,NaN,mov/ASL_2006_10_10/scene2-camera1.mov,1945,1964,NaN,NaN,NaN,NaN,1945,1964,2997,1
1,74,all,NaN,2006_10_10,2,NaN,mov/ASL_2006_10_10/scene2-camera1.mov,2218,2251,NaN,NaN,NaN,NaN,2218,2251,2998,1
1,78,all_right,NaN,2006_10_10,2,NaN,mov/ASL_2006_10_10/scene2-camera1.mov,2365,2394,NaN,NaN,NaN,NaN,2365,2394,2999,1
1,100,any,NaN,2006_10_10,2,NaN,mov/ASL_2006_10_10/scene2-camera1.mov,2504,2523,NaN,NaN,NaN,NaN,2504,2523,3002,1
1,99,answer-fr,NaN,2006_10_10,2,NaN,mov/ASL_2006_10_10/scene2-camera1.mov,2632,2647,NaN,NaN,NaN,NaN,2632,2647,3001,1
1,106,apple,NaN,2006_10_10,2,NaN,mov/ASL_2006_10_10/scene2-camera1.mov,2754,2780,NaN,NaN,NaN,NaN,2754,2780,3003,1
1,113,appointment2,NaN,2006_10_10,2,NaN,mov/ASL_2006_10_10/scene2-camera1.mov,2876,2905,NaN,NaN,NaN,NaN,2876,2905,3004,1
1,128,art,NaN,2006_10_10,3,NaN,mov/ASL_2006_10_10/scene3-camera1.mov,374,394,NaN,NaN,NaN,NaN,374,394,3006,1
1,118,approximately,NaN,2006_10_10,3,NaN,mov/ASL_2006_10_10/scene3-camera1.mov,498,563,NaN,NaN,NaN,NaN,498,563,3005,1
1,129,article,NaN,2006_10_10,3,NaN,mov/ASL_2006_10_10/scene3-camera1.mov,654,671,NaN,NaN,NaN,NaN,654,671,3007,1
1,160,awful2,NaN,2006_10_10,3,NaN,mov/ASL_2006_10_10/scene3-camera1.mov,907,923,NaN,NaN,NaN,NaN,907,923,3009,1
1,161,awkward,NaN,2006_10_10,3,NaN,mov/ASL_2006_10_10/scene3-camera1.mov,1027,1086,NaN,NaN,NaN,NaN,1027,1086,3010,1
1,141,atlanta,NaN,2006_10_10,3,NaN,mov/ASL_2006_10_10/scene3-camera1.mov,1171,1197,NaN,NaN,NaN,NaN,1171,1197,3008,1
1,192,baseball,NaN,2006_10_10,3,NaN,mov/ASL_2006_10_10/scene3-camera1.mov,1316,1339,NaN,NaN,NaN,NaN,1316,1339,3013,1
1,216,become,NaN,2006_10_10,3,NaN,mov/ASL_2006_10_10/scene3-camera1.mov,1976,2002,NaN,NaN,NaN,NaN,0,0,0,0
1,173,bad,NaN,2006_10_10,3,NaN,mov/ASL_2006_10_10/scene3-camera1.mov,2103,2121,NaN,NaN,NaN,NaN,2103,2121,3011,1
1,226,behavior-n1,NaN,2006_10_10,3,NaN,mov/ASL_2006_10_10/scene3-camera1.mov,2224,2271,NaN,NaN,NaN,NaN,2224,2271,3015,1
1,184,baltimore,NaN,2006_10_10,3,NaN,mov/ASL_2006_10_10/scene3-camera1.mov,2477,2501,NaN,NaN,NaN,NaN,2477,2501,3012,1
1,322,bread,NaN,2006_10_10,3,NaN,mov/ASL_2006_10_10/scene3-camera1.mov,2607,2635,NaN,NaN,NaN,NaN,2607,2635,3021,1
1,221,beer,NaN,2006_10_10,3,NaN,mov/ASL_2006_10_10/scene3-camera1.mov,2742,2777,NaN,NaN,NaN,NaN,2742,2777,3014,1
1,328,breakfast,NaN,2006_10_10,3,NaN,mov/ASL_2006_10_10/scene3-camera1.mov,2863,2883,NaN,NaN,NaN,NaN,0,0,0,0
1,255,bird,NaN,2006_10_10,4,NaN,mov/ASL_2006_10_10/scene4-camera1.mov,763,783,NaN,NaN,NaN,NaN,763,783,3016,1
1,353,busy2,NaN,2006_10_10,4,NaN,mov/ASL_2006_10_10/scene4-camera1.mov,1019,1066,NaN,NaN,NaN,NaN,1019,1066,3023,1
1,283,blue,NaN,2006_10_10,4,NaN,mov/ASL_2006_10_10/scene4-camera1.mov,1156,1183,NaN,NaN,NaN,NaN,1156,1183,3017,1
1,358,buy,NaN,2006_10_10,4,NaN,mov/ASL_2006_10_10/scene4-camera1.mov,1279,1308,NaN,NaN,NaN,NaN,1279,1308,3024,1
1,295,bored,NaN,2006_10_10,4,NaN,mov/ASL_2006_10_10/scene4-camera1.mov,1409,1431,NaN,NaN,NaN,NaN,1409,1431,3018,1
1,372,camping,NaN,2006_10_10,4,NaN,mov/ASL_2006_10_10/scene4-camera1.mov,1533,1567,NaN,NaN,NaN,NaN,1533,1567,3027,1
1,373,can1,NaN,2006_10_10,4,NaN,mov/ASL_2006_10_10/scene4-camera1.mov,1668,1684,NaN,NaN,NaN,NaN,1668,1684,3028,1
1,300,boss2,NaN,2006_10_10,4,NaN,mov/ASL_2006_10_10/scene4-camera1.mov,1788,1810,NaN,NaN,NaN,NaN,1788,1810,3019,1
1,301,boston,NaN,2006_10_10,4,NaN,mov/ASL_2006_10_10/scene4-camera1.mov,2034,2070,NaN,NaN,NaN,NaN,2034,2070,3020,1
1,402,center1,NaN,2006_10_10,4,NaN,mov/ASL_2006_10_10/scene4-camera1.mov,2561,2590,NaN,NaN,NaN,NaN,2561,2590,3031,1
