0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
0,#,Sign gloss,Compound signs,Session,Scene,XML,MOV,Gloss start,Gloss end,Dominant handshape IDs,Non-dominant handshape IDs,Dominant handshape frames,Non-dominant handshape frames,uta Gloss start,uta Gloss end,uta no,uta hand annotation
0,1,15-fr,,2008_01_11,2,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-002/Utterance^1.xml,mov/ASL_2008_01_11/scene2-camera1.mov,305,346,18^31,,305^345,,308,336,3186,1
0,2,14-fr,,2008_01_11,2,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-002/Utterance^2.xml,mov/ASL_2008_01_11/scene2-camera1.mov,515,550,20^37,,515^550,,516,538,3187,1
0,3,13-fr,,2008_01_11,2,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-002/Utterance^3.xml,mov/ASL_2008_01_11/scene2-camera1.mov,790,815,75^75,,790^815,,789,808,3188,1
0,4,12-fr,,2008_01_11,2,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-002/Utterance^4.xml,mov/ASL_2008_01_11/scene2-camera1.mov,1050,1080,82^77,,1050^1080,,1052,1075,3189,1
0,5,11-fr,,2008_01_11,2,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-002/Utterance^5.xml,mov/ASL_2008_01_11/scene2-camera1.mov,1280,1310,82^1,,1280^1310,,1280,1304,3190,1
0,6,100_1_to_c_hs-fr,,2008_01_11,2,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-002/Utterance^6.xml,mov/ASL_2008_01_11/scene2-camera1.mov,1510,1530,1^30,,1510^1530,,1513,1527,3191,1
0,7,10,,2008_01_11,2,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-002/Utterance^7.xml,mov/ASL_2008_01_11/scene2-camera1.mov,1840,1865,12^12,,1840^1865,,1841,1857,3192,1
0,8,4,,2008_01_11,2,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-002/Utterance^8.xml,mov/ASL_2008_01_11/scene2-camera1.mov,2125,2155,3^3,,2125^2155,,2148,2152,3193,1
0,9,3,,2008_01_11,2,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-002/Utterance^9.xml,mov/ASL_2008_01_11/scene2-camera1.mov,2411,2435,2^2,,2411^2435,,2416,2423,3194,1
0,10,20,,2008_01_11,2,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-002/Utterance^10.xml,mov/ASL_2008_01_11/scene2-camera1.mov,2635,2661,38^49,,2635^2660,,2637,2658,3195,1
0,11,19_b,,2008_01_11,2,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-002/Utterance^11.xml,mov/ASL_2008_01_11/scene2-camera1.mov,2935,2980,11^11,,2935^2980,,2938,2968,3196,1
0,12,9,,2008_01_11,2,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-002/Utterance^12.xml,mov/ASL_2008_01_11/scene2-camera1.mov,3250,3275,11^11,,3250^3275,,3251,3273,3197,1
0,14,7,,2008_01_11,3,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-003/Utterance^2.xml,mov/ASL_2008_01_11/scene3-camera1.mov,1511,1555,9^9,,1511^1555,,1527,1551,3200,1
0,15,6-fr,,2008_01_11,3,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-003/Utterance^3.xml,mov/ASL_2008_01_11/scene3-camera1.mov,1820,1865,8^8,,1820^1865,,1833,1860,3201,1
0,16,5,,2008_01_11,3,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-003/Utterance^4.xml,mov/ASL_2008_01_11/scene3-camera1.mov,2090,2135,4^4,,2090^2135,,2098,2135,3202,1
0,17,19_a,,2008_01_11,3,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-003/Utterance^5.xml,mov/ASL_2008_01_11/scene3-camera1.mov,2345,2380,14^11,,2345^2380,,2345,2358,3203,1
0,18,18_b,,2008_01_11,3,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-003/Utterance^6.xml,mov/ASL_2008_01_11/scene3-camera1.mov,2575,2611,14^10,,2575^2610,,2581,2612,3204,1
0,19,18_a,,2008_01_11,3,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-003/Utterance^7.xml,mov/ASL_2008_01_11/scene3-camera1.mov,3260,3295,14^10,,3260^3295,,3266,3280,3205,1
0,20,17_b,,2008_01_11,4,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-004/Utterance^1.xml,mov/ASL_2008_01_11/scene4-camera1.mov,685,730,9^9,,685^730,,687,719,3206,1
0,21,17_a,,2008_01_11,4,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-004/Utterance^2.xml,mov/ASL_2008_01_11/scene4-camera1.mov,925,955,14^9,,925^955,,927,943,3207,1
0,22,16_b,,2008_01_11,4,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-004/Utterance^3.xml,mov/ASL_2008_01_11/scene4-camera1.mov,1175,1211,8^8,,1175^1210,,1178,1211,3208,1
0,23,16_a,,2008_01_11,4,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-004/Utterance^4.xml,mov/ASL_2008_01_11/scene4-camera1.mov,1440,1475,12^8,,1440^1475,,1442,1458,3209,1
0,24,2,,2008_01_11,4,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-004/Utterance^5.xml,mov/ASL_2008_01_11/scene4-camera1.mov,1720,1745,77^77,,1720^1745,,1727,1744,3210,1
0,25,0_zero,,2008_01_11,4,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-004/Utterance^6.xml,mov/ASL_2008_01_11/scene4-camera1.mov,1926,1955,65^65,,1926^1955,,1932,1950,3211,1
0,26,1,,2008_01_11,4,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-004/Utterance^7.xml,mov/ASL_2008_01_11/scene4-camera1.mov,2145,2185,1^1,,2145^2185,,2158,2175,3212,1
0,27,a,,2008_01_11,4,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-004/Utterance^8.xml,mov/ASL_2008_01_11/scene4-camera1.mov,2345,2370,14^14,,2345^2370,,2344,2356,3213,1
0,28,a_bit,,2008_01_11,4,../apr_09_2010/D_SignStreamDatabases/SignStreamDatabases/06.17.2009/SignStreamDatabases(without^compounds)/SignStreamDatabases/2008_01_11-004/Utterance^9.xml,mov/ASL_2008_01_11/scene4-camera1.mov,3030,3056,43^12,,3030^3055,,3033,3052,3214,1
